,id,title,description
10,bdb7da0d-131e-489c-bdd7-c82631107b3b,Senior Full Stack [.Net + React ],"Job Responsibilities: Design and implement new features and functionality .NET MVC, C#, React. Update and maintain existing projects.Write clean, maintainable, and efficient codeCollaborate with cross-functional teams to define, design, and ship new features Work with both front-end and back-end technologies to build end-to-end solutions Troubleshoot, debug and implement root-cause fixes for existing features."
11,0bb7bf8c-7395-48f1-a8b7-b1bf30dfa079,Hotel&restaurant software Consultant,"
Installation and Configuration of client PCs, Application server, Database server and system packages in a professional manner.
Conduct the front office Hotels & Restaurant Management solutions training, database and application configurations matching between the customer needs and the application standard as well as providing effective on site “Live Coverage” to the required standard.
Troubleshoot and respond to system problems/requests by providing detailed resolutions to supported customers within the per-determined time-frame of the contracted service level agreement.
Effectively document cases clearly and concisely with actionable steps taken in the Tickets system following established procedures.
Follow through with customers whose issues are not closed to Identify solutions to work around open issues / problems that are under investigation or pending resolution to the tickets assigned by a Team Lead or Manager.
Manage own work performance to meet goals and objectives outlined in individual performance plan.
Participating in products testing process.
Work effectively with other support teams and help Desk team to resolve customer issues regarding fast respond, reliability and availability.
Perform other/additional duties and projects that may be periodically assigned.
Provide updates of implementation progress and challenges to the team leader on a regular basis.
Maintain a senior level of expertise in industry leading information Management technologies.
Contribute to business area assessment, user needs analysis and business systems design.
"
12,8e133eb2-df68-4892-b88b-069a4a3e1753,Financial Software Consultant,"We are looking for an experienced Financial Consultant who has intensive experience in financial solutions:
Job Responsibilities:

Troubleshoot and respond to system problems/requests by providing detailed resolutions to supported customers within the pre-determined time frame of the contracted service level agreement.
Effectively document cases clearly and concisely with actionable steps taken in the Tickets system following established procedures.
Follow through with customers whose issues are not closed to Identify solutions to work around open issues/problems that are under investigation or pending resolution to the tickets assigned by a Team Lead or Manager.
Manage work performance to meet goals and objectives outlined in the individual performance plan.
Actively participate in training programs as assigned by a Team Lead or the Manager.
Work effectively with other teams and help Desk team to resolve customer issues regarding fast respond, reliability, and availability
Perform other/additional duties and projects that may be periodically assigned.





"
13,115a7ac1-3eb2-41c6-b334-fde4ee7734ae,Full stack .NET and Angular Developer,"We at Appricus IT Solution are committed to providing market-defining, high-quality software solutions while focusing on quality, maintainability, user experiences, design perfection, and performance. We strive for perfection through agile, strategic and innovative approach creating value for our clients and associates. Our young team enjoys working on complex projects to deliver effective and superlative solutions.Refer to Our website :- https://www.appricus.com/We are looking for an experienced and highly motivated Angular JS & MEAN Stack Senior Developer to join our team. The ideal candidate should have a track record of success in developing, maintaining and deploying web applications.The successful candidate will have a passion for technology and a desire to stay abreast of the latest trends and tools. They should be able to effectively lead the development team and be responsible for ensuring timely delivery of projects.Work Location: Fully Remote"
14,e71e7ef0-c9a2-4dfd-9ef1-92a619191a29,Human Resources Generalist," We are looking for an HR Specialist to oversee all aspects of human resources practices and processes. Reviews, tracks, and documents compliance with mandatory and non-mandatory training, continuing education, and work assessments. This may include safety training, anti-harassment training, professional licensure, and aptitude exams and certifications.Recruits, interviews, and facilitates the hiring of qualified job applicants for open positions; collaborates with departmental managers to understand skills and competencies required for openings.Conducts or acquires background checks and employee eligibility verifications.Implements new hire orientation and employee recognition programs.Performs routine tasks required to administer and execute human resource programs including but not limited to compensation, benefits, and leave; disciplinary matters; disputes and investigations; performance and talent management; productivity, recognition, and morale; occupational health and safety; and training and development.Handles employment-related inquiries from applicants, employees, and supervisors, referring complex and/or sensitive matters to the appropriate staff.Attends and participates in employee disciplinary meetings, terminations, and investigations.Maintains compliance with federal, state, and local employment laws and regulations, and recommended best practices; reviews policies and practices to maintain compliance.Maintains knowledge of trends, best practices, regulatory changes, and new technologies in human resources, talent management, and employment law.Performs other duties as assigned.  "
15,9f320644-bb44-4edf-a6f8-a4b9f19be517,MERN Stack Developer,"Work with development teams and product managers to ideate software solutionsDesign client-side and server-side architectureBuild the front-end of applications through appealing visual designDevelop and manage well-functioning databases and applicationsWrite effective APIsTest software to ensure responsiveness and efficiencyTroubleshoot, debug and upgrade softwareCreate security and data protection settingsBuild features and applications with a mobile responsive designWrite technical documentationWork with data scientists and analysts to improve software"
16,0f3bbb50-ec4b-470e-93e4-516cc5b13968,Senior Frontend Engineer - React/Typescript,"Company OverviewKemet Trading provides institutional-grade infrastructure for digital asset derivatives trading; optimizing access to liquidity, data, trade execution and post-trade workflows. Founding Team from D.E. Shaw & CO, Cboe, Jump, DRW, AWS and advisors from Golden Tree, CTC, Genesis, Stellar, Dapper Labs, Techstars, Tribal and Enso Analytics. Kemet is backed by some of the biggest names in digital asset trading and VCs in addition to a host of some of the best angels in the industry. Role OverviewKemet is looking for a product-minded senior frontend engineer to help the team build our crypto-derivatives trading platform. You will work with software engineers, leadership, product managers, and other engineering team members to design and implement frontend components, integrate with backend APIs, as well as coach full stack engineering on frontend best practices. You must have a passion for designing and building complex performant frontends and writing production quality code. Essential Job FunctionsWork with product managers and UX designers to understand desired software features, customer interactions, and system usability requirementsBuild complex web frontends with an emphasis on performance, scalability, security, and high-availability. including building React frontend components in TypeScript, charts, and real-time data grids.Establish and continuously improve Kemet’s frontend coding standards for style, maintainability, and best practices for a high-scale web environment.Writing unit and integration testsPerforming code reviews, design reviews, and writing documentation.Containerize their code and deploy containers to Kemet’s production and non-production environments using CI/CD pipelines. Minimum Qualifications5 years of experience in frontend development.Strong object oriented design and development skills in TypeScript or, JavaScriptExpert knowledge in front-end development and building Single Page Apps using React.jsStrong knowledge in frontend design and development best practices, and state of the art web and mobile technologies. Advocate for and coach full-stack engineers on these practices.Experience working on an Agile team, writing clean code and utilizing pair programming, TDD, continuous integration and code reviews.Unit testing experience is a must, TDD is a plus (Jest, Jasmin, etc.) Nice to haveBS degree in Information Systems or Computer Science or a related technical discipline, or equivalent practical experience.7 years of experience in frontend development.Experience working with building visualizations and dashboards using technologies similar to D3.js or Echarts.Experience in CI/CD (Git, Gitlab, Jenkins, Containers), knowledge in other DevOps practices is desirable (IaC, Terraform, Cloud Formation).Experience with AWS or other cloud service providers.Experience designing and building large scale distributed Microservices architecture based on 12-factor app guidance. Cloud-native, Serverless architectures experience is highly desirable.Experience using tools like Jira, GitLab. BenefitsCompetitive Compensation PackageUnlimited PTO: Unlimited vacation policy for strong, fully charged batteries.Remote work and flexible hours Location - Remote Egypt."
17,09e93794-18eb-4930-93bd-75d2325ec4ce,Junior System Engineer,"Junior System Engineer Job Description:A junior systems engineer is responsible for supporting the information technology department in maintaining the stability and efficiency of network servers and systems. Junior systems engineers assist in the configuration of the servers, as well as developing operational procedures to improve network infrastructure. They also resolve the end-users' technical issues through remote solutions, requiring them to have excellent knowledge of programming languages and navigation to identify the source of complexities. A junior systems engineer maintains resolution records for reference to avoid the reoccurrence of system failures and glitches.● Engineer, implement and monitor security measures for the protection of computer systems, networks and information● Identify and define system security requirements● Design computer security architecture and develop detailed cyber security designs● Prepare and document standard operating procedures and protocols● Configure and troubleshoot security infrastructure devices● Develop technical solutions and new security tools to help mitigate security vulnerabilities and automate repeatable tasks● Ensure that the company knows as much as possible, as quickly as possible about security incidents● Write comprehensive reports including assessment-based findings, outcomes and propositions for further system security enhancement"
18,204e6502-53f9-4703-99de-0032c0c370e3,Oracle Application Support Engineer,"Provide clients with technical support as needed and relay information to our development teams for ongoing maintenance and update needsOptimize applications by integrating new technologies and performing upgradesContribute to sales presentations, as well as demonstrating prototypes and completed applicationsPerform diagnostic tests and debugging procedures while improving code and re-designing tasksGenerate ideas for software innovation based on market trendsDocument development processes, procedures and application version historiesKeep up with advancements in application engineering and new technologies"
19,4c198d38-3111-404b-a1cd-2c8b964d8dba,Software QC Manager,"You are adamant about streamlining QA processes, stopping regression bugs, and ensuring the highest level of quality in software by leveraging QA automation. You enjoy being on the cutting edge of technology, embracing the latest QA tools, and applying best practices in a modern software environment.As part of an agile development team, you strive to understand and empathize with clients, users, and stakeholders to ensure our solutions are valuable and relevant. You cultivate optimism, using your imagination and always considering alternatives—you make possible what others think is impossible. You seek and value others’ insights, and work collaboratively to problem solve and reach common goals. You embrace and contribute to a culture of innovation, excellence, and accountability.Job Description: Develop and refine strategies to improve the QA processesTake ownership over the big ideas around automated software test procedures:Facilitate in-house training in Cypress to level up each QA Engineer in this technology stackStay current with latest automation and infrastructure needs and developmentsFacilitate training on SQL, C#.Net (for QA APIs), and our automation data strategyAnalyze data thoroughly to find the areas for growth and optimizationUse Continuous Improvement initiatives to improve product qualityLead, develop, and mentor QA team membersSpend 1-on-1 time with QA Engineers using ‘pair QAing,’ coaching sessions, and regular meetings/chats to understand strengths and weakness, and to make recommendations for growth and improvementManage hiring, retention, and performance management for the QA teamCollaborate with Engineering leadership to deliver on’the quality strategyReview client and user feedback and work closely with client-facing teams to understand the challenges and help Product Development teams mitigate themDevelop strategies to minimize the bug leakage to productionTriage and analyze defects to identify gaps in test coverage and improvements in the team’s processesDo root cause analysis facilitation and coaching  "
20,561cdabd-023b-4c2c-9d51-1fa72b5316bc,Software Tester - Quality Assurance 23003," Analyzing user’s stories and/use cases/requirements for validity and feasibilityCollaborate closely with other team members and departmentsDesign and develop automation scripts when neededDetect and track software defects and inconsistenciesProvide timely solutionsApply quality engineering principals throughout the Agile product lifecycleProvide support and documentationAnalyze, report and document technical issues.Provide accurate estimations of the deliverable and fulfill them (time estimation and story sizing).Document and maintain software functionality.Conduct post-release/ post implementation testing.Perform Functional and non-functional testing.Provide technical expertise and guidance in the design, development, implementation, and maintenance of test processes.Help troubleshoot issues.Technical Support Tasks is a Plus"
21,4dba1717-6a70-4f9a-bc7f-3c909e8375c1,IT Technical Support (Work Will Be Allocated In Africa) 23002,"Install, configure, maintain, repair, troubleshoot, and upgrade:Software and hardwareNetwork servers, connections, cabling, and technology toolsLocal area network, domain, users, rulesSecurity systems; firewalls, intrusion detection, CCTV, time attendanceOffice tools; PC's, Laptops, Printers, Scanners…Operating systems, virtual machinesSystem backupCard printers (is a big plus)Label printers (is a big plus)Travel frequently for project implementations in the Sub-Saharan African countries "
22,4be384b4-2508-404c-9be0-292e0082f915,Junior Back End Web Developer 23001,"Key ResponsibilitiesDesigning and development of software platforms products components using Microsoft technologies.Analyze business issues and technical problems independently, and come up with smart, logical solutions.Participate in product releases through requirement reviews, development, deployment, setting up environments, documenting release notes and technical details regarding functionality and configuration.Ensure quality of developed code. Review test plans with QA & drive the code reviews within the team."
23,c5fcac77-e107-4906-b1bd-3632358b42c0,IS DATABASE LEAD ADMINISTRATOR,"Manage SQL Server databases through multiple product lifecycle environments, from development to mission-critical production systems.Ensure high levels of database & Server performance and security.Proactively work to ensure database availability and stability, identifying and resolve issues, overseeing database operations and planning / support of maintenance activities and performing root cause analysis when necessary.Ensure clear and early communication, ensuring that Information Systems manager and/or relevant parties are kept informed of progress, issues, and difficulties.Responsible for installation of new database infrastructure and equipment.Identify potential incidents/problems to predict service failure and consequently set / execute corresponding action plan.Managing database backup and recovery.Handle all databases security, roles, and profiles.Take proactive measures to monitor, trend, and tune SQL databases, such as running maintenance jobs (backups, DBCCs, apply indexes/re-indexing, ), to meet or exceed baseline stability and performance SLAs on large databases and large volumes of databases.Ensure enterprise Database High Availability using native tools like mirroring, Replication and Always-On.Monitor backup jobs on all enterprise databases and maintain backup and recovery process, including disaster recovery performance and tuning of database and application.Configure and maintain database servers, monitor server's health and performance to ensure high levels of performance, availability, sustainability and security.Perform scheduled maintenance and support release deployment activities after hours.Monitor, collect and interpret a range of raw data from various sources, evaluate/analyze results and communicate the reports results to the IS & Quality manager, to assist decision-making process in various aspects of work at INDEVCO Business units.Define and set procedures related to project scope, goals, and deliverables, along with the ability to direct, implement, and manage projects and project dependencies.Apply measurement of database ability to remain accessible in the event of hardware or software component failure and to build multiple levels of fault tolerance and/or load balancing capabilities into a system.Ability to restore a database to a previous acceptable state after a natural or human- induced disaster.Conduct auditing and assessments for existing databases, business processes and systems functions use, along with the ability to identify weaknesses and anomalies’ sources, and provide the appropriate solution to the existing problems after the approval of the direct Manager.Implement and roll out information systems along with the proper integration of multiple subsystems components into one system and ensure that the subsystems function together as a system entity.Conduct frequent research and development for new SQL server functions and for new development tools and techniques in order to keep up-to-date with the latest practices and tools in use in the automation market.Identify, assess, solve and avoid business disruptions, ensure continuous operational health of ERP system, identify regions of processes design and database execution that are most frequently performed, and fine-tune application behavior for optimal runtime speed and resource usage.Position requires On-Call rotation for off peak hours and is expected to cover out of hours maintenance activities when required.Setup, install, and configure database high availability platform along with the corresponding clustering, mirroring, and archiving for optimal data management, archiving, and disaster recoveryManage and monitor database indexing and its corresponding performance and sizeManage the re-indexing process for optimal database querying and updating performanceDecide about data archiving process and insure a proper execution and storageSetup and manage database partitioning for optimal database performance and storage.Monitor database heavy and low performance querying that affect database performance.Manage and execute the optimization and enhancement of heavy and low performance queries that affect database performance.Audit database queries, functions, stored procedures, triggers, indexing, …. A recommend/execute solution for optimal database performance.Supervise IS Unit Heads in INDEVCO business units and manage all their database activities."
24,4399dcd3-5838-4441-a894-76dd426caab4,.NET Developer,"Responsible for development, support, maintenance and implementation of a complex project module. You should have good experience in application of standard software development principles. Be able to work as an independent team member, capable of applying judgment to plan and execute your tasks. Be able to respond to technical queries / requests from team members and customers. Be able to coach, guide and mentor junior members in the team.RESPONSIBILITIES:Responsible for building .NET Core applications using .NET Core technologies(ASP.NET Core MVC , API Restful and Entity Framework ) for back-end and Angular for front-end.Participate in the analysis & design of new functional requirement and systems.Develop and write high-quality coding standards.Ensures applying code guidelines and best practices."
25,b31e0143-7d04-4a89-88ce-a83f3080637c,junior project manager,"Support in establishing Project Governance StructureProvide Management ReportsPrioritize Projects as per Strategic Business ObjectivesPlan and Schedule Resource EfficientlyForecast and Enable Resource Capacity PlanningStreamline and Automate Processes and WorkflowsReuse Project Learning and KnowledgeMaximize Strategic & Billable Resource UtilizationFacilitate Team Collaboration and CommunicationIdentify project needs and develop a detailed timeline for completionKeep track of a project’s progress and ensure its completion before the deadlineImplement changes to teams and processes as and when neededCollaborating with other department leaders to define, prioritize, and develop projects.Planning project management, including setting deadlines, prioritizing tasks, and assigning team members to various deliverables.Overseeing the development of the project and ensuring that team members are carrying out their tasks efficiently while upholding the company's standards.Drafting new and improving existing project management office policies and processes.Continuously evaluating projects to ensure they are meeting company standards, adhering to budgets, and meeting deadlines.Handling multiple and concurrent projects at the same time"
26,2712c3a6-52c4-413d-b49f-9b33c5dd6de0,Business Analyst,"Job Summary: We are seeking a highly skilled business analyst to join our team and support the development of our sales documents, user and admin guides, and app feature documentation. As a business analyst, you will be responsible for analyzing business processes, gathering requirements, and creating detailed documentation that will support the sales, training, and adoption of our products.Responsibilities:Work with internal teams to obtain an in-depth understanding of the product and documentation requirements.Produce high-quality documentation that meets applicable standards and is appropriate for its intended audience, including sales documents, user and admin guides, and app feature documentation.Write easy-to-understand user interface text, online help, and developer guides.Create tutorials to help end-users use a variety of applications.Analyze existing and potential content, focusing on reuse and single-sourcing opportunities.Create and maintain the information architecture.Collaborate with product managers and developers to ensure that documentation accurately reflects product features and updates.Conduct user acceptance testing (UAT) to ensure that the documentation meets the needs of end-users and stakeholders.Collaborate with the sales and marketing teams to develop sales materials and presentations that effectively communicate the value of our products.Continuously review and update documentation to ensure that it remains accurate and up-to-date."
27,cc2ec2e7-fada-43e6-b612-c6f801aa2eb6,Senior Data Scientist,"Senior Data Scientist job description:The qualified caliber will be responsible for collecting a large amounts of data using analytical, statistical, and programmable skills. It is their responsibility to use data to develop solutions tailored to meet the company's unique needs, will also be involved in fetching information from various sources and analyzing it to get a clear understanding of the overall organizational performance, using statistical and analytical methods plus AI tools to automate specific processes within the operational cycle and develop smart solutions to business challenges. After interpreting the data, they present the results in a clear and interesting way. The objective is to help the BOD & LT to analyze trends in order to make better decisions, using business sense and communication skills to influence how the organization tackles business challenges. Duties & responsibilities include:Data mining or extracting usable data from valuable data sourcesUsing machine learning tools to select features, create and optimize classifiersCarrying out preprocessing of structured and unstructured dataEnhancing data collection procedures to include all relevant information for developing analytic systemsProcessing, cleansing, and validating the integrity of data to be used for analysisAnalyzing large amounts of information to find patterns and solutionsDeveloping prediction systems and machine learning algorithmsPresenting results in a clear mannerPropose solutions and strategies to tackle business challengesCollaborate with Business and IT teams"
28,460de577-750f-4007-9b67-1d2f0f201d3c,Senior Software Quality Control Engineer,"Execute test suites. Perform exploratory, smoke, regression, performance/load, integration, end-to-end, deployment, and acceptance testing.Analyze and document test results. Files defects, elaborating on expected and identified behavior, and identifying the area/cause of defect.Create test plans, reviews/tests requirements, and creates functional/non-functional tests.Create/update automated tests as required. Maintain the automated testsuite.Validate and verify resolved defects.Coach junior QC engineers.Become the go-to person for all technical, evaluation, and test design decisions.Own the go live decisionStay up-to-date with new technologies. Continuously evaluate and promote the use of new tools, techniques, frameworks, and platforms.Follow standard change and version control processes.Plan activities and report on progress alignment against plans."
29,a6122ff3-f453-4435-a53d-e3e758cd0d58,Sales Specialist,"Attending initial sales meetings and meeting the client.Determining a client’s business requirements and whether the products being considered are suitable.Decide whether the website or application needs adapting to meet the client’s needs.Answering any technical questions the client might have.Presenting your findings to a technical team to act on, and then to the client."
30,027e8a1e-35b4-417d-b185-e80c8a997e60,Senior Front-End (React) Developer,"MORE company is looking for a talented frontend (React) developer to join our team and help with developing, designing, and implementing our applications."
31,165e10bd-29e1-472e-b1d9-e881c4d23310,Node JS Developer,"MORE company is looking for a talented Node js developer to join our team and help with the development, design, and implementation of our applications."
32,54370221-07da-4f27-b984-27dc62cd61ad,Drupal Developer,"Custom programming and web application development for DrupalTesting, maintenance, and troubleshooting of existing company sitesContributing ideas and efforts towards internal projects and working as part of a team to find solutions to various problems"
33,7fdb35bd-c801-4d48-bcaa-33783e26b37b,Oracle Developer - Alexandria,"Bachelor's Degree in Computer Science or Engineering.Experience From 1 year to 4 year.Strong experience in Oracle SQL and Oracle PL/SQL.Proficient in writing the Stored Procedures, Triggers, and Packages.Excellent knowledge of developing Oracle reports and forms.Excellent experience in relational database.Good experience in ERP Systems Development.Excellent analytical skills in problems solving."
34,8e8f0312-645e-4190-8827-7a5830958be7,Senior System Administrator,"Installing and configuring software, hardware and networksMonitoring system performance and troubleshooting issuesEnsuring security and efficiency of IT infrastructureManaging network servers and technology toolsEnsuring security through access controls, backups and firewallsUpgrading systems with new releases and modelsDeveloping expertise to train staff on new technologiesDesigning and developing technical documentation, manuals and IT policiesCollaborate with others to resolve information technology issues.Train others in computer interface or software useConduct research to gain information about products or processesMaintain the inventory of equipmentManage IT AssetsManage creation of new users, e-mails, groups, active directory and domain controllerManaging network servers and technology tools  to be “Managing network servers, switches, access points and technology tools”Monitor server performance and ensure continuous availability of internet and serversManage continuous improvement projects related to IT"
35,4724414c-b353-41ed-a718-5818d48c8034,Senior Node JS Developer,"Industry: IT SoftwareReporting Line: Team Leader/SDS & Client (POC)Accountabilities :Deliver the assigned tasks within the due timeframe and minimum percentage of defects/bugs, ensuring the needed quality of delivery is attained.Ensure being up to date with the latest needed technologies aiding the Client’s project needs and delivery.Document all tasks being implemented for easy reference to the development team and Clients.Effectively Communicates with the Team/Client, for an easy flow of information and connection with the team.Manage time in order to utilize a 25% - 30% for research and learning and 70% - 75% for technical development.Provides information by collecting, analyzing, and summarizing development and service issues.Follow the NDA & Security Data Protection Guidelines ensuring data is confidential and not disclosed to any third parties.BenefitsCompetitive Compensation.Customized Annual Technical/Non-Technical Development Plans.Medical & Social Insurance.Transportation – Bus Routes.Business Travels based on the need.European Clients’ Exposure.You will also have the benefit of working with the latest technologies."
36,a6f063e1-7924-4117-9835-3be8d57d5b90,IT Specialist,"We're hiring Service Desk Specialist for one of our sister companies which industry is Marketing & E-Commerce. Work Location will be in Mansoura.Job Description: Ensure all requests /issues came through ITSM/Ticketing tool.Ensure all requests /issues Solved within Approved SLA/OLA.Ensure each user has a functional computer and/or any additional specialized equipment to ensure fulfillment of business requirements and customer satisfaction.Provide 2nd Level of support for UsersAnalyse and Escalate Issues to the concerned teamInstall, test and configure new workstations, peripheral equipment and software to ensure fulfillment of business requirements.Maintain inventory of all equipment, software to fulfil customer requests on the determined time.Perform timely workstation hardware and software upgrades as required and maintains strict controls on data/system backups and recoverability to ensure security of data.Respond to user’s inquiries and services requests regarding computer software or hardware to ensure proper work.Keeping customers informed on request status and progress till closure to ensure customer satisfaction.Provide first level contact and convey resolutions to solve customer issues.Participate in Technology projects. "
37,4f03dc44-3d79-472c-90ca-34edf8369286,Security Administrator,"Key Responsibilities:• Design, configure, implement, and maintain the Firewall and network security infrastructure to ensure the protection of our organization's systems, applications, and data.• Perform vulnerability assessments and penetration testing to identify security weaknesses and remediate them in a timely manner.• Monitor and analyze network traffic for security threats.• Responds to information system security incidents, including investigation of, countermeasures to, and recovery from computer-based attacks, unauthorized access, and policy breaches• Work closely with other IT teams and business units to ensure that security measures are implemented throughout the organization.• Conduct security awareness training for employees and provide guidance on security best practices.• Stay up-to-date with the latest security threats and trends and make recommendations to management for improvements in our security posture."
